Name,Rarity,Attunement,Type,Source,Description,URL,Notes
Two-Birds Sling,rare,No Attunement,Weapon (sling),Mythic Odysseys of Theros,"You have a +1 bonus to attack and damage rolls made with this weapon.
When you make a ranged attack with this sling and hit a target, you can cause the ammunition to ricochet toward a second target within 10 feet of the first, and then make a ranged attack against the second target.
",http://dnd5e.wikidot.com/wondrous-items:two-birds-sling,
Ventilating Lungs,rare,requires attunement,Wondrous item,Eberron - Rising from the Last War,"These metallic nodules were created in response to the poisonous gases used on the battlefields of the Last War. When you attune to these lungs, they replace the lungs in your chest, which disappear. The lungs allow you to breathe normally, even in an antimagic field, and their breathing function can't be suppressed by magic.
Outside an antimagic field or any other effect that suppresses magic, these lungs allow you to breathe normally in any environment (including a vacuum), and you have advantage on saving throws against harmful gases such as those created by a Cloudkill spell, a Stinking Cloud spell, inhaled poisons, and gaseous breath weapons .
As an action, you can use these lungs to exhale a gust of wind, as if you had cast the Gust of Wind spell (spell save DC 15) with no components. This property of the lungs can't be used again until the next dawn.
If your attunement to the lungs ends, your original lungs reappear.
",http://dnd5e.wikidot.com/wondrous-items:ventilating-lungs,
Vicious Weapon,rare,No Attunement,Weapon (any),Dungeon Master's Guide,"When you roll a 20 on your attack roll with this magic weapon, the target takes an extra 7 damage of the weapon's type.
",http://dnd5e.wikidot.com/wondrous-items:vicious-weapon,
Wand of Binding,rare,requires attunement by a spellcaster,Wand,Dungeon Master's Guide,"This wand has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.
Spells. While holding the wand, you can use an action to expend some of its charges to cast one of the following spells (save DC 17): Hold Monster (5 charges) or Hold Person (2 charges).
Assisted Escape. While holding the wand, you can use your reaction to expend 1 charge and gain advantage on a saving throw you make to avoid being paralyzed or restrained, or you can expend 1 charge and gain advantage on any check you make to escape a grapple.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-binding,
Wand of Enemy Detection,rare,requires attunement,Wand,Dungeon Master's Guide,"This wand has 7 charges. While holding it, you can use an action and expend 1 charge to speak its command word. For the next minute, you know the direction of the nearest creature hostile to you within 60 feet, but not its distance from you. The wand can sense the presence of hostile creatures that are ethereal, invisible, disguised, or hidden, as well as those in plain sight. The effect ends if you stop holding the wand.
The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-enemy-detection,
Wand of Fear,rare,requires attunement,Wand,Dungeon Master's Guide,"This wand has 7 charges for the following properties. It regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.
Command. While holding the wand, you can use an action to expend 1 charge and command another creature to flee or grovel, as with the Command spell (save DC 15).
Cone of Fear. While holding the wand, you can use an action to expend 2 charges, causing the wand's tip to emit a 60-foot cone of amber light. Each creature in the cone must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. While it is frightened in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If it has nowhere it can move, the creature can use the Dodge action. At the end of each of its turns, a creature can repeat the saving throw, ending the effect on itself on a success.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-fear,
Wand of Fireballs,rare,requires attunement by a spellcaster,Wand,Dungeon Master's Guide,"This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the Fireball spell (save DC 15) from it. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend.
The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-fireballs,
Wand of Lightning Bolts,rare,requires attunement by a spellcaster,Wand,Dungeon Master's Guide,"This wand has 7 charges. While holding it, you can use an action to expend 1 or more of its charges to cast the Lightning Bolt (save DC 15) from it. For 1 charge, you cast the 3rd-level version of the spell. You can increase the spell slot level by one for each additional charge you expend.
The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-lightning-bolts,
Wand of Paralysis,rare,requires attunement by a spellcaster,Wand,Dungeon Master's Guide,"This wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cause a thin blue ray to streak from the tip toward a creature you can see within 60 feet of you. The target must succeed on a DC 15 Constitution saving throw or be paralyzed for 1 minute. At the end of each of the target's turns, it can repeat the saving throw, ending the effect on itself on a success.
The wand regains 1d6 + 1 expended charges daily at dawn. If you expend the wand's last charge, roll a d20. On a 1, the wand crumbles into ashes and is destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-paralysis,
Wand of Viscid Globs,rare,requires attunement,Wand,Out of the Abyss,"Crafted by the drow, this slim black wand has 7 charges. While holding it, you can use an action to expend 1 of its charges to cause a small glob of viscous material to launch from the tip at one creature within 60 feet of you. Make a ranged attack roll against the target, with a bonus equal to your spellcasting modifier (or your Intelligence modifier, if you don't have a spellcasting ability) plus your proficiency bonus. On a hit, the glob expands and dries on the target, which is restrained for 1 hour. After that time, the viscous material cracks and falls away.
Applying a pint or more of alcohol to the restrained creature dissolves the glob instantly, as does the application of Oil of Etherealness or Universal Solvent. The glob also dissolves instantly if exposed to sunlight. No other nonmagical processes can remove the viscous material until it deteriorates on its own.
The wand regains 1d6 + 1 expended charges daily at midnight. If you expend the wand's last charge, roll a d20. On a 1, the wand melts into harmless slime and is destroyed.
A Wand of Viscid Globs is destroyed if exposed to sunlight for 1 hour without interruption.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-viscid-globs,
Wand of Winter,rare,requires attunement,Wand,Tyranny of Dragons,"This wand looks and feels like an icicle.
The wand has 7 charges, which are used to fuel the spells within it. With the wand in hand, you can use your action to cast one of the following spells from the wand, even if you are incapable of casting spells: Ray of Frost (no charges, or 1 charge to cast at 5th level; +5 to hit with ranged spell attack), Sleet Storm (3 charges; spell save DC 15), or Ice Storm (4 charges; spell save DC 15). No other components are required.
The wand regains 1d6 + 1 expended charges each day at dawn. If you expend the wand's last charge, roll a d20. On a 20, the wand melts away, forever destroyed.
",http://dnd5e.wikidot.com/wondrous-items:wand-of-winter,
